"Probes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"chr"	"pos"	"strand"	"Type"	"Relation_to_Island"	"UCSC_RefGene_Name"	"UCSC_RefGene_Accession"	"UCSC_RefGene_Group"	"Regulatory_Feature_Group"
"cg00216589"	0.591332295972844	-1.9350039895455	4.77633057657592	0.000535510649554402	0.0395114104540211	0.0519792228135367	"chr2"	26897342	"-"	"II"	"OpenSea"	""	""	""	""
"cg00216760"	-0.524113619487404	0.086507419456261	-4.76775899880052	0.000543077361622536	0.0397934959718453	0.0382979394689809	"chr2"	20785002	"+"	"II"	"OpenSea"	""	""	""	""
"cg00216804"	0.655069294093856	-3.34043513615034	5.15030924276026	0.000293249312043677	0.0296622245118102	0.638254264941657	"chr3"	184478329	"-"	"II"	"OpenSea"	""	""	""	""
"cg00220152"	1.27372720977079	-1.50999177700249	10.4459662579204	3.83177608041021e-07	0.000622054044350678	6.76245949798706	"chr19"	46803912	"+"	"II"	"S_Shelf"	"HIF3A"	"NM_022462;NM_152796;NM_152795;NR_046936"	"5'UTR"	""
"cg00223647"	-1.15223509473372	1.62415922034664	-8.29699066790008	3.89901651938326e-06	0.00260557051920853	4.7239048642992	"chr6"	3900395	"+"	"II"	"OpenSea"	""	""	""	""
"cg00224761"	0.662817238376869	-2.0931913290098	5.55642970835991	0.00015593326317281	0.021689020180668	1.25055743171798	"chrX"	39187826	"-"	"II"	"OpenSea"	"LINC01281"	"NR_038968"	"TSS1500"	""
"cg00225221"	0.604021996953312	-1.59554043483679	4.75983233240493	0.000550174847108779	0.0400232019606585	0.0256365179988345	"chr10"	82092685	"+"	"II"	"OpenSea"	""	""	""	""
"cg00227093"	0.627507641740265	-2.5619076222588	4.82378518929286	0.000495578124909175	0.0381638091237473	0.127528653918612	"chr5"	149979838	"-"	"II"	"OpenSea"	"SYNPO"	"NM_001166208"	"TSS1500"	"Unclassified_Cell_type_specific"
"cg00227584"	0.870375217475193	-2.54898493598085	6.22791368228777	5.77408472733773e-05	0.0127979279165714	2.20594842022282	"chrX"	53123426	"-"	"II"	"Island"	""	""	""	"Promoter_Associated"
"cg00229515"	0.804971254204051	-2.52882073061838	6.98455707371602	2.02765211440716e-05	0.00723672143656642	3.19858251807107	"chr6"	167559015	"-"	"II"	"OpenSea"	""	""	""	""
"cg00230631"	-0.53176775121642	0.736875755144801	-4.85134812548271	0.000473833806051986	0.037344508287161	0.17125815838312	"chr8"	50822294	"-"	"I"	"Island"	"SNTG1"	"NM_001287813"	"TSS200"	"Unclassified_Cell_type_specific"
"cg00230700"	-0.65116462173416	0.111099224561017	-6.08695188161899	7.07635524037559e-05	0.0142927374090634	2.01127632955009	"chr4"	84457956	"-"	"I"	"S_Shore"	"AGPAT9"	"NM_032717"	"Body"	"Promoter_Associated_Cell_type_specific"
"cg00233028"	-0.712957652905551	0.878868473268961	-4.62463724583057	0.000687471097081365	0.0444625600081577	-0.191701844638425	"chr11"	44642914	"+"	"I"	"OpenSea"	""	""	""	"Unclassified"
"cg00234046"	-0.654868889741257	-2.45153498344904	-4.99833040507171	0.000373672805569492	0.0332794931526094	0.402542777614238	"chr10"	73169245	"+"	"II"	"OpenSea"	"CDH23"	"NM_052836;NM_022124"	"5'UTR"	""
"cg00234809"	-1.11827056148884	-2.23400858196837	-6.17387745671544	6.24026550385982e-05	0.0133475434466925	2.13169050996962	"chr14"	103024412	"-"	"II"	"S_Shelf"	""	""	""	""
"cg00237391"	0.837385106598752	-1.69701178531091	6.99632077319735	1.99609220623278e-05	0.0071687705148511	3.21333400407623	"chr6"	35265643	"+"	"I"	"OpenSea"	"DEF6"	"NM_022047"	"1stExon"	"Promoter_Associated"
"cg00241285"	0.70944741171116	0.557255968355252	5.92431416124489	8.97821461460145e-05	0.0162014992869953	1.78279237996273	"chr2"	118818727	"+"	"II"	"OpenSea"	""	""	""	""
"cg00241558"	-1.57570905801294	1.50464960093054	-14.6069525956484	1.11348314677671e-08	6.64045256525283e-05	9.53582377106956	"chr10"	60159299	"+"	"II"	"OpenSea"	""	""	""	""
"cg00245502"	-2.38755731769253	1.0720655124863	-17.8036175622228	1.30140781238864e-09	2.00729070707513e-05	10.9685809340421	"chr5"	148608919	"-"	"II"	"OpenSea"	"ABLIM3"	"NM_014945"	"Body"	""
"cg00250430"	0.609804315124489	-1.40851622130373	4.70357760350215	0.000603431768407432	0.0418752398194579	-0.0644810083975544	"chr9"	1051579	"-"	"II"	"N_Shore"	"DMRT2"	"NM_001130865;NM_006557;NM_181872"	"5'UTR"	""
"cg00250658"	0.59853773755532	-0.695621466095058	5.0681967778152	0.000334140525360536	0.0316164769348436	0.511340031688945	"chr1"	223349112	"+"	"II"	"OpenSea"	""	""	""	""
"cg00251358"	-1.44668641087264	-2.37804897831447	-9.95359414962677	6.28856217726143e-07	0.000856359932803482	6.33963775403502	"chr5"	81931501	"-"	"II"	"OpenSea"	""	""	""	""
"cg00258445"	-0.670001173836213	1.39755044430184	-6.01525800222356	7.85572605803043e-05	0.0151294110497524	1.91106937524549	"chr17"	52423858	"+"	"II"	"OpenSea"	""	""	""	""
"cg00261650"	0.941286010048036	2.86951631058546	7.7727909122314	7.35594368101651e-06	0.00398055522347713	4.14301869444081	"chr1"	110998938	"+"	"II"	"OpenSea"	"PROK1"	"NM_032414"	"Body"	""
"cg00261781"	0.556240117379418	-3.13876409540075	5.67498494752093	0.000130249472450565	0.0197806492905857	1.42441306927204	"chr2"	20212517	"+"	"I"	"Island"	"MATN3"	"NM_002381"	"TSS200"	"Unclassified_Cell_type_specific"
"cg00264378"	0.649992619061856	-2.58747453941361	4.64713823812366	0.000662332861975232	0.0437620103812583	-0.155349275292574	"chrX"	49687306	"-"	"I"	"Island"	"CLCN5"	"NM_001127898;NM_001127899;NM_001127899;NM_001127898"	"1stExon"	"Promoter_Associated"
"cg00265812"	1.18767200609197	-2.62473646857281	7.27506396854101	1.38333945298691e-05	0.00577883707825958	3.55695418462878	"chrX"	47518579	"-"	"I"	"Island"	"LOC100133957"	"NR_028119;NR_027444;NM_004182;NM_153477"	"Body"	"Promoter_Associated"
"cg00268185"	0.593221238997727	-1.64577377247979	5.7032643518735	0.000124812618667619	0.0193839062820233	1.4655553088797	"chr3"	123602768	"+"	"II"	"Island"	"MYLK"	"NM_053026;NM_053028;NM_053027;NM_053025"	"5'UTR"	"Unclassified_Cell_type_specific"
"cg00268455"	1.01808787029504	-2.08240362210856	6.91553546556879	2.22391905076458e-05	0.00761716017412238	3.11161832480666	"chr11"	5383014	"+"	"II"	"OpenSea"	"OR51B5"	"NR_038321;NM_001005567"	"Body"	""
"cg00268518"	1.04411360564157	-4.95853579671572	5.60958219077829	0.000143810041935525	0.0208220490591385	1.32877765589359	"chr11"	71164106	"-"	"I"	"Island"	"NADSYN1"	"NM_018161"	"TSS200"	"Promoter_Associated"
"cg00268953"	-0.508881096737976	2.73846337588357	-4.63396809841127	0.00067692721354266	0.0442076848098295	-0.176618296020414	"chr4"	1107227	"-"	"I"	"Island"	"RNF212"	"NM_194439;NM_001131034;NM_001193318"	"1stExon"	"Unclassified_Cell_type_specific"
"cg00270878"	0.677623283637274	-3.33334426333494	4.70430573127507	0.000602708866462232	0.0418458121051189	-0.0633116752628382	"chr11"	64334217	"-"	"I"	"N_Shore"	"SLC22A11"	"NM_018484"	"Body"	"Unclassified_Cell_type_specific"
"cg00273390"	0.606122959651174	-0.247603545207546	5.32317623537911	0.00022348082075841	0.0259362027796614	0.902035894603839	"chr2"	162874787	"-"	"II"	"OpenSea"	"DPP4"	"NM_001935"	"Body"	""
"cg00274125"	0.639624840805665	-0.371538453008006	4.79749854802459	0.000517295316816472	0.0388806893695487	0.0857200547554404	"chr16"	56679419	"-"	"II"	"S_Shore"	""	""	""	""
"cg00278131"	0.738750751012673	-2.90277071382412	5.07999272276693	0.000327913697422223	0.0313462077507198	0.529635557952159	"chr13"	51483857	"-"	"II"	"Island"	"RNASEH2B"	"NM_024570;NM_001142279"	"TSS200"	"Promoter_Associated"
"cg00285605"	0.946191024934075	-3.22722380658201	7.33329669462235	1.28286222595625e-05	0.00554151815909455	3.62732238902169	"chr2"	588098	"-"	"II"	"OpenSea"	""	""	""	""
"cg00288324"	1.23440299346473	-3.6912142360827	9.1266037125802	1.51387155880658e-06	0.00146431173899495	5.57245867355595	"chr4"	182123553	"+"	"II"	"OpenSea"	""	""	""	""
"cg00288598"	-0.670297258095014	-0.916486674658954	-5.03416901161749	0.000352812291385141	0.0324231599862106	0.458444015480884	"chr8"	141555295	"+"	"I"	"N_Shelf"	"EIF2C2"	"NM_012154;NM_001164623"	"Body"	"Unclassified_Cell_type_specific"
"cg00289125"	0.512732644160794	-4.02466901990474	4.53168014974794	0.000802425183706516	0.0477256713929491	-0.342630210967684	"chr2"	20251812	"-"	"II"	"Island"	"LAPTM4A"	"NM_014713"	"TSS200"	"Promoter_Associated"
"cg00291877"	0.597399650107767	-3.1869125393723	4.73487446227628	0.000573165845040634	0.0408064729688393	-0.0142885926287324	"chr15"	101835933	"+"	"II"	"Island"	"SNRPA1"	"NM_003090"	"TSS1500"	"Promoter_Associated"
"cg00293303"	0.529679917892504	-0.753095411451932	4.68107474654679	0.000626228130151586	0.042537739961965	-0.100656689350058	"chr12"	1553525	"-"	"II"	"OpenSea"	"ERC1"	"NM_178039;NR_027948;NR_027949;NM_178040;NR_027946"	"Body"	""
"cg00293718"	0.588162043995645	-3.81417383196812	4.47848250995603	0.000877119601961865	0.0496936555567902	-0.429535673703921	"chr11"	10662026	"-"	"II"	"OpenSea"	"MRVI1"	"NM_001100167;NM_001206881;NM_001100163;NM_001098579;NM_130385;NM_001206880"	"5'UTR"	""
"cg00298919"	-1.15597326515088	0.488105876104029	-8.4086587229449	3.41892126667271e-06	0.00242133828312342	4.8430410497472	"chr16"	86421796	"+"	"II"	"OpenSea"	""	""	""	""
"cg00299070"	0.514139016320856	-2.30441598482501	4.57946507418773	0.000741007881730591	0.0460392322725188	-0.264895701934754	"chr1"	237946534	"-"	"II"	"N_Shore"	"RYR2"	"NM_001035"	"Body"	""
"cg00299105"	0.683105112412608	1.64167952726351	6.2690293053047	5.44429049372078e-05	0.0123956230950676	2.26214522107331	"chr11"	113243817	"-"	"II"	"OpenSea"	""	""	""	""
"cg00299396"	1.04251186048603	-2.2745333278072	6.65023417490645	3.19010781417979e-05	0.00926946068709386	2.77072572139758	"chr11"	115483607	"+"	"II"	"OpenSea"	""	""	""	""
"cg00299719"	-0.71528807838038	-2.26875194709244	-6.26536932251064	5.47281687789309e-05	0.0124316495530513	2.25715344102234	"chr3"	40964878	"-"	"II"	"OpenSea"	""	""	""	""
"cg00300046"	-0.628215688600286	1.01928936181244	-4.51322773550741	0.000827549354627571	0.0483660301769454	-0.372731362667299	"chr1"	2084595	"-"	"II"	"S_Shelf"	"PRKCZ"	"NM_001033581;NM_001033582;NM_002744"	"Body"	"Unclassified_Cell_type_specific"
"cg00303049"	-0.830938848702902	0.958742329588205	-6.63407717586109	3.26193365661193e-05	0.00938357177871923	2.74962216069117	"chr4"	27719011	"+"	"II"	"OpenSea"	""	""	""	""
"cg00303108"	0.737944467161806	-2.75605953025747	5.29915402943509	0.000232021107502452	0.026497135281817	0.865657882484461	"chrX"	106360881	"+"	"II"	"N_Shore"	"RBM41"	"NM_001171080;NM_018301"	"Body"	""
"cg00303301"	-0.669793702091149	-3.50312566123663	-5.08733887378663	0.00032409780889959	0.0311724937012387	0.541018701464759	"chr13"	80221908	"+"	"II"	"OpenSea"	""	""	""	""
"cg00304793"	-1.3018223629304	0.220904029596951	-11.3946359692725	1.55454029987885e-07	0.000354686621935393	7.5125577713683	"chr2"	106003911	"+"	"II"	"OpenSea"	"FHL2"	"NM_001039492;NM_001450;NM_201555;NM_201557"	"5'UTR"	""
"cg00307530"	-0.584133876688642	-0.220498897667598	-5.54734731507497	0.00015811106074276	0.0217990835282636	1.23714698568741	"chr5"	147834517	"+"	"II"	"OpenSea"	"HTR4"	"NM_199453;NM_001040169"	"3'UTR"	""
"cg00310588"	0.599553280141112	-3.91191261571856	4.61900614999208	0.000693917505495383	0.0446439859528181	-0.200810553433705	"chr3"	183770589	"-"	"II"	"OpenSea"	"HTR3C"	"NM_130770"	"TSS1500"	""
"cg00310622"	0.737786672409673	1.26743969471394	5.75873505107301	0.000114835904390811	0.01851965611928	1.54588942058304	"chr18"	77553300	"-"	"II"	"S_Shore"	""	""	""	""
"cg00311883"	-0.584684908190381	-1.56415143688863	-5.17840156997416	0.000280502340218396	0.0290634830450392	0.681436168641246	"chr1"	235099120	"+"	"I"	"OpenSea"	""	""	""	"Promoter_Associated"
"cg00313184"	-0.568598814361493	1.12123888376759	-4.76114290886721	0.000548994669414584	0.0399775837866848	0.027730556656123	"chr1"	113815402	"-"	"II"	"OpenSea"	""	""	""	""
"cg00315775"	-1.06350823331817	-3.62870807550021	-7.24659927750834	1.43549431881745e-05	0.0059138604516149	3.5223807158834	"chr5"	180258154	"-"	"I"	"N_Shore"	"LOC729678"	"NR_027183"	"Body"	"Promoter_Associated"
"cg00315912"	-0.94548087079062	-2.59871169043276	-6.25618483750568	5.54510608935538e-05	0.0125066150859847	2.24461771132778	"chrX"	49593582	"-"	"II"	"OpenSea"	"PAGE4"	"NM_007003"	"TSS1500"	""
"cg00316478"	0.500347543466359	-1.86751770038418	4.60861944337046	0.000705975015290218	0.0449444079288048	-0.217623445570057	"chr16"	89222027	"+"	"II"	"N_Shelf"	"ACSF3"	"NM_174917"	"3'UTR"	"Unclassified_Cell_type_specific"
"cg00318543"	0.641476185247081	-2.71249992216657	6.2533255097171	5.56781856539329e-05	0.0125284320882338	2.24071238626745	"chr9"	37001111	"+"	"II"	"N_Shore"	"PAX5"	"NM_016734"	"Body"	""
"cg00319692"	-0.656488968027222	-3.47234333025446	-5.43427407893912	0.000188094926473094	0.02383177876247	1.06910207512437	"chr8"	87111119	"-"	"II"	"OpenSea"	"ATP6V0D2"	"NM_152565"	"TSS200"	""
"cg00320513"	-0.532587330604338	2.45587446678368	-5.1614011280111	0.000288144713617626	0.0294592053459543	0.655318614218066	"chr3"	8720135	"-"	"II"	"OpenSea"	""	""	""	""
"cg00321797"	-0.764065889587941	-3.38933534716733	-5.01244785908254	0.000365304277827829	0.0329439678822247	0.424586498622826	"chr11"	114763468	"-"	"II"	"OpenSea"	""	""	""	""
"cg00322918"	-0.518691294052761	-1.20784817742965	-4.87894095219133	0.000453069446005434	0.0365576791788918	0.214922709197618	"chr20"	53253707	"-"	"II"	"OpenSea"	"DOK5"	"NM_018431;NM_177959"	"Body"	""
"cg00324612"	0.709589447709583	1.74245962916951	5.38560571031914	0.000202805028213191	0.0246551666613071	0.996153953034876	"chr13"	109801101	"+"	"II"	"OpenSea"	"MYO16"	"NM_001198950;NM_015011"	"Body"	""
"cg00328720"	-0.646806631890751	-2.41192297772188	-6.21280209326254	5.90059476603411e-05	0.0129597147080507	2.18522764777374	"chr8"	28562890	"+"	"II"	"S_Shelf"	"EXTL3"	"NM_001440"	"5'UTR"	""
"cg00329429"	-1.06873298387515	-3.71174648569479	-6.11076856070821	6.83602053967773e-05	0.0140197268345697	2.04438635442128	"chr3"	38193513	"+"	"II"	"OpenSea"	""	""	""	"Unclassified"
"cg00332248"	1.0184640598894	-2.23036637093602	10.0163543390891	5.89724789927592e-07	0.00081723475443663	6.39488603823999	"chr21"	46170290	"-"	"II"	"S_Shore"	""	""	""	""
"cg00333708"	0.576517669566975	-3.17316774158153	5.22775644507787	0.000259504719015895	0.0279489717509991	0.757006208252426	"chr19"	782285	"+"	"II"	"OpenSea"	""	""	""	""
"cg00334362"	0.541697095838708	-3.01607959610097	4.90116563718063	0.000437041994942402	0.0359972432306989	0.250010250086938	"chr6"	13269555	"+"	"II"	"OpenSea"	"PHACTR1"	"NM_001242648;NM_030948"	"Body"	""
"cg00341935"	0.68697300241103	1.7134713876151	5.14369341209347	0.000296339391927407	0.0298159029218641	0.628067092196734	"chr8"	27279932	"-"	"II"	"OpenSea"	"PTK2B"	"NM_173176;NM_173175;NM_173174;NM_004103"	"Body"	""
"cg00342068"	-0.820660859494712	-3.10571495298288	-7.15468582491272	1.61880161975646e-05	0.00636391951633369	3.4099441076971	"chr12"	27745800	"-"	"II"	"OpenSea"	"PPFIBP1"	"NM_001198916;NM_177444;NM_003622;NM_001198915"	"5'UTR"	""
"cg00342233"	-0.637912960872032	1.71676733313734	-5.17992379073592	0.000279828567645962	0.0290384011503895	0.683772559569681	"chr14"	58730143	"-"	"II"	"OpenSea"	"PSMA3"	"NR_038123;NM_152132;NM_002788"	"Body"	""
"cg00345025"	0.692644359124639	-2.03951624957275	5.95759959089943	8.54875705762268e-05	0.0158159870276192	1.82989299725256	"chr8"	743875	"-"	"II"	"N_Shore"	""	""	""	""
"cg00345372"	1.11115009415989	-1.09705234040086	6.60290164554478	3.40545480358044e-05	0.00962041538276552	2.7087898277983	"chr3"	112404450	"+"	"II"	"OpenSea"	""	""	""	""
"cg00349404"	-0.716475302684484	-2.56610859768124	-5.23623917529114	0.000256066387295019	0.0277549580452223	0.769956579041867	"chr10"	106100036	"-"	"II"	"S_Shore"	""	""	""	""
"cg00349963"	0.504301457758463	-3.00690994920314	4.74781278737335	0.000561123696317773	0.0404116080026615	0.00642008932212246	"chr8"	131947453	"-"	"II"	"OpenSea"	"ADCY8"	"NM_001115"	"Body"	""
"cg00350158"	-0.705383203969244	-0.437518442784944	-4.81753842231912	0.000500650611424123	0.0382862274998418	0.117602418342607	"chr11"	40713713	"+"	"II"	"OpenSea"	""	""	""	""
"cg00350478"	0.576509619641857	-2.55372624758765	4.93425967895497	0.000414273631842425	0.0349498615106337	0.302121474346774	"chr6"	168480013	"-"	"II"	"S_Shore"	"FRMD1"	"NM_024919"	"TSS200"	""
"cg00351237"	-0.554500194640885	0.738237659761716	-4.72263271194913	0.000584809896645276	0.0412179241784469	-0.0339045755340504	"chr16"	30570617	"-"	"II"	"S_Shore"	"ZNF764"	"NM_001172679;NM_033410"	"TSS1500"	""
"cg00351324"	0.731226009110644	-1.4002990881701	6.40000130669722	4.52104277118797e-05	0.011228930953141	2.43940576884275	"chr10"	106028537	"-"	"II"	"N_Shore"	"GSTO2"	"NM_183239"	"TSS200"	"Promoter_Associated"
"cg00354279"	-0.528345761595338	-0.668018466436627	-4.67936994697223	0.000627991627224574	0.0425736884731956	-0.103400272808678	"chr4"	37550853	"-"	"II"	"OpenSea"	"C4orf19"	"NM_001104629"	"5'UTR"	""
"cg00354381"	0.611481583302892	0.0158464137926537	4.67825650706595	0.000629146218395089	0.042609159654721	-0.105192387127802	"chr11"	57195187	"+"	"II"	"S_Shore"	"SLC43A3"	"NM_199329;NM_017611;NM_014096"	"TSS1500"	""
"cg00355806"	0.53964533277646	-1.84361062162517	5.26950503023667	0.000243040538207806	0.0270923355470948	0.820634834686043	"chr14"	96574863	"-"	"II"	"OpenSea"	""	""	""	""
"cg00357546"	-0.527376749272183	1.33947373053476	-4.64545454174678	0.000664180075520991	0.0438125279766186	-0.158066986569117	"chr10"	135032154	"+"	"I"	"N_Shore"	"KNDC1"	"NM_152643"	"Body"	""
"cg00359604"	-0.560741025077616	-0.915414107088884	-5.39511337590195	0.000199838332423242	0.0244664874290453	1.01043403988162	"chr21"	38935977	"-"	"II"	"Island"	""	""	""	"Promoter_Associated"
"cg00360599"	-1.02217907700443	-0.067252300793891	-8.57461004107374	2.81917163956607e-06	0.00213368682970727	5.01719831932314	"chr17"	27264093	"+"	"II"	"OpenSea"	"PHF12"	"NM_001033561;NM_001290131;NM_020889;NR_110803"	"Body"	""
"cg00361155"	0.619257864920053	-2.76429218658076	4.74810960527602	0.000560850578261763	0.0403986674795526	0.00689488316095144	"chr2"	109651951	"+"	"II"	"S_Shelf"	""	""	""	""
"cg00362439"	-1.08604155564585	0.962804186454736	-8.9364242788029	1.86925066531691e-06	0.00169079784055595	5.3852324251923	"chr9"	135813187	"-"	"II"	"OpenSea"	"TSC1"	"NM_001162426;NM_000368;NM_001162427"	"5'UTR"	""
"cg00363080"	0.703363166870613	-2.45891053990349	4.69894020806357	0.00060805730631423	0.0420309527306973	-0.0719301897356317	"chr10"	1454292	"-"	"II"	"OpenSea"	"ADARB2"	"NM_018702"	"Body"	""
"cg00363318"	-0.648177847013085	-2.71311736597747	-4.95598297222599	0.000400010310776518	0.0342997588970115	0.336238710101932	"chrX"	74743636	"+"	"II"	"S_Shore"	"ZDHHC15"	"NM_001146257;NM_144969;NM_001146256"	"TSS1500"	""
"cg00370962"	0.612257465723852	-0.33357637595302	4.94110763850348	0.000409720347799998	0.0347522026006999	0.312884090192832	"chr3"	17199496	"+"	"II"	"OpenSea"	"TBC1D5"	"NM_014744;NM_001134381;NM_001134380"	"3'UTR"	""
"cg00373274"	0.686548359903028	0.545791123746496	4.88492163514266	0.000448696480141369	0.0363945833751137	0.224372020062331	"chr1"	232403393	"-"	"II"	"OpenSea"	""	""	""	""
"cg00376544"	0.518003050162012	0.24816370960234	4.69385616317563	0.000613171177427904	0.0421484401196748	-0.0801003684923653	"chr17"	6679348	"+"	"I"	"Island"	"FBXO39"	"NM_153230"	"TSS1500"	""
"cg00377915"	-0.664975205523388	1.46160239842777	-4.66244368463571	0.000645786250129277	0.0431955972643132	-0.130662593648714	"chr10"	70631035	"+"	"II"	"OpenSea"	"STOX1"	"NM_001130162;NM_001130160;NM_152709;NM_001130161;NM_001130159"	"5'UTR"	""
"cg00379323"	1.39979035696658	-2.47676848416909	11.258969478299	1.76158911590884e-07	0.000387124452612448	7.41020070843417	"chr22"	23165132	"-"	"II"	"OpenSea"	"MIR650"	"NR_030755"	"TSS200"	"Unclassified_Cell_type_specific"
"cg00381233"	-0.797991726773024	-3.36049467783765	-6.92988300851686	2.18150691306847e-05	0.00753965234795537	3.12975370958874	"chr7"	55602372	"+"	"II"	"OpenSea"	"VOPP1"	"NM_001284284;NM_001284283;NM_001284282;NM_030796"	"Body"	"Promoter_Associated"
"cg00382147"	0.806851190097511	-2.26800127721444	7.2175387792615	1.49092138506473e-05	0.00602786295858324	3.48696330461467	"chr1"	31084663	"+"	"II"	"OpenSea"	""	""	""	""
"cg00382230"	0.766561737063747	-3.39734283225668	5.8430850437353	0.000101255587258033	0.0173451933985929	1.66711483422611	"chr16"	50532861	"+"	"II"	"OpenSea"	""	""	""	""
"cg00383006"	-0.638745165612646	-1.27969700074269	-6.38670344378713	4.60666825658667e-05	0.0113371409759487	2.421529397631	"chr17"	9538420	"+"	"II"	"OpenSea"	"CFAP52"	"NM_001080556;NM_145054"	"Body"	""
"cg00384487"	0.792018558333534	-3.69373265740763	5.28995309329556	0.000235383062207547	0.0266418195722407	0.851700599255531	"chr12"	113532763	"-"	"II"	"S_Shore"	"DTX1"	"NM_004416;NM_004416"	"ExonBnd"	""
"cg00384537"	0.609848524496465	1.36590293161513	5.66848719428924	0.000131533879611823	0.0198709022227106	1.41494195914275	"chr17"	39637963	"+"	"II"	"OpenSea"	"KRT35"	"NM_002280"	"TSS1500"	""
"cg00386866"	-0.573392171158239	2.77679960446572	-4.53875426091839	0.000793006393450352	0.0474623127284608	-0.331102605926949	"chr7"	151060115	"-"	"II"	"OpenSea"	"NUB1"	"NM_016118;NM_001243351"	"Body"	""
